110,-51.5321,2
109.12,-51.2113,2.01
108.245,-50.8934,2.02
107.375,-50.5782,2.03
106.511,-50.2659,2.04
105.653,-49.9563,2.05
104.799,-49.6494,2.06
103.951,-49.3453,2.07
103.108,-49.0438,2.08
102.27,-48.7449,2.09
101.437,-48.4487,2.1
100.61,-48.155,2.11
99.7872,-47.8639,2.12
98.9695,-47.5753,2.13
98.1567,-47.2892,2.14
97.3489,-47.0056,2.15
96.5459,-46.7245,2.16
95.7477,-46.4457,2.17
94.9542,-46.1694,2.18
94.1655,-45.8954,2.19
93.3814,-45.6238,2.2
92.602,-45.3545,2.21
91.8272,-45.0875,2.22
91.057,-44.8227,2.23
90.2913,-44.5602,2.24
89.53,-44.2999,2.25
88.7732,-44.0418,2.26
88.0209,-43.7859,2.27
87.2729,-43.5322,2.28
86.5292,-43.2806,2.29
85.7898,-43.0311,2.3
85.0547,-42.7836,2.31
84.3238,-42.5383,2.32
83.5971,-42.2949,2.33
82.8746,-42.0536,2.34
82.1561,-41.8143,2.35
81.4418,-41.577,2.36
80.7315,-41.3416,2.37
80.0253,-41.1082,2.38
79.323,-40.8767,2.39
78.6247,-40.6471,2.4
77.9303,-40.4193,2.41
77.2398,-40.1934,2.42
76.5532,-39.9694,2.43
75.8704,-39.7471,2.44
75.1914,-39.5267,2.45
74.5161,-39.3081,2.46
73.8446,-39.0912,2.47
73.1768,-38.876,2.48
72.5127,-38.6626,2.49
71.8522,-38.4509,2.5
71.1953,-38.2409,2.51
70.542,-38.0325,2.52
69.8923,-37.8259,2.53
69.2461,-37.6208,2.54
68.6034,-37.4174,2.55
67.9642,-37.2156,2.56
67.3285,-37.0154,2.57
66.6961,-36.8167,2.58
66.0672,-36.6196,2.59
65.4416,-36.4241,2.6
64.8193,-36.2301,2.61
64.2004,-36.0376,2.62
63.5848,-35.8466,2.63
62.9724,-35.6571,2.64
62.3632,-35.469,2.65
61.7573,-35.2824,2.66
61.1546,-35.0973,2.67
60.555,-34.9135,2.68
59.9585,-34.7312,2.69
59.3652,-34.5503,2.7
58.775,-34.3707,2.71
58.1878,-34.1925,2.72
57.6037,-34.0157,2.73
57.0226,-33.8402,2.74
56.4445,-33.6661,2.75
55.8694,-33.4932,2.76
55.2972,-33.3217,2.77
54.7279,-33.1514,2.78
54.1616,-32.9825,2.79
53.5982,-32.8148,2.8
53.0376,-32.6483,2.81
52.4798,-32.4831,2.82
51.9249,-32.3191,2.83
51.3728,-32.1564,2.84
50.8235,-31.9948,2.85
50.2769,-31.8344,2.86
49.733,-31.6752,2.87
49.1919,-31.5172,2.88
48.6535,-31.3604,2.89
48.1178,-31.2047,2.9
47.5847,-31.0501,2.91
47.0542,-30.8967,2.92
46.5264,-30.7443,2.93
46.0012,-30.5931,2.94
45.4786,-30.443,2.95
44.9585,-30.294,2.96
44.441,-30.146,2.97
43.926,-29.9991,2.98
43.4135,-29.8533,2.99
42.9035,-29.7085,3
42.396,-29.5647,3.01
41.8909,-29.422,3.02
41.3883,-29.2802,3.03
40.8881,-29.1395,3.04
40.3903,-28.9998,3.05
39.8949,-28.8611,3.06
39.4018,-28.7233,3.07
38.9112,-28.5865,3.08
38.4228,-28.4507,3.09
37.9368,-28.3158,3.1
37.453,-28.1819,3.11
36.9716,-28.0489,3.12
36.4924,-27.9169,3.13
36.0155,-27.7857,3.14
35.5408,-27.6555,3.15
35.0684,-27.5261,3.16
34.5982,-27.3977,3.17
34.1301,-27.2701,3.18
33.6642,-27.1435,3.19
33.2005,-27.0177,3.2
32.739,-26.8927,3.21
32.2796,-26.7686,3.22
31.8223,-26.6454,3.23
31.3671,-26.5229,3.24
30.914,-26.4014,3.25
30.463,-26.2806,3.26
30.014,-26.1607,3.27
29.5671,-26.0415,3.28
29.1222,-25.9232,3.29
28.6794,-25.8057,3.3
